sentiment_word-情感关键词,sentiment_anls-情感正负面
轻;无效;垃圾;不对劲;,1;-1;-1;-1;
没有紧绷;清爽;很好;很干;,1;1;1;-1;
便宜;破;,1;-1;
坑;,-1;
一般;,0;
差劲;还好;差评;拆过;,-1;1;-1;-1;
挺好;,1;
,
可以;,1;
严重;,-1;
好;差;坏;及时;,1;-1;-1;1;
本来喜欢;正品;快;喜欢;,-1;1;1;1;
,
挺好;挺大;,1;1;
不是满意;,-1;
满意;满意;,1;1;
太差;漏发;,-1;-1;
,
good;,1;
开封;脏;,-1;-1;
还可以;好评;,1;1;
不错;可以;,1;1;
一般;一般般;,0;0;
不错;,1;
洁面;不对;干;,1;-1;-1;
一般;,0;
放心;清晰;好评;漂亮;,1;1;1;1;
亏了;,-1;
差评;龟速;,-1;-1;
很好;,1;
正品;满意;很棒;便宜;很好;,1;1;1;1;1;
可以;,1;
大气;赞;挺好;静音;上档次;,1;1;1;1;1;
好看;可以;,1;1;
还可以;还行;可以;,1;1;1;
夸张;,-1;
太差;挺好;,-1;1;
,
不错;重;,1;-1;
慢;不愉快;无语;可以;,-1;-1;-1;1;
正品;,1;
烂;不负责;不是简单;,-1;-1;-1;
,
普通;差不多;可以;不错;,0;0;1;1;
还好;,1;
好;失望;,1;-1;
快;,1;
不好用;,-1;
满意;,1;
够用;挺好;凉爽;差不多;,1;1;1;0;
挺好;,1;
还可以;,1;
不少;不好;还可以;,1;-1;1;
不错;,1;
很棒;很好;值得;信赖;挺好;,1;1;1;1;1;
喜欢;,1;
不错;小了点;,1;-1;
破;,-1;
很快;很快;好评;,1;1;1;
满意;,1;
慢;,-1;
不踏实;,-1;
不错;很大;辛苦;挺好;,1;1;1;1;
一般般;,0;
,
不错;,1;
不错;不错;,1;1;
,
,
太差;,-1;
,
足够;表扬;赞;挺好;适合;很小;,1;1;1;1;1;1;
不错;,1;
好玩;,1;
较干;犹豫;差不多;不错;不是适合;很香;,-1;-1;0;1;-1;1;
一般;还行;,0;1;
,
不错;还好;,1;1;
,
不错;不错;不错;流畅;差不多;不错;灵敏;一般;挺棒;,1;1;1;1;0;1;1;0;1;
费事;,-1;
挺好;实惠;,1;1;
热情;快;挺好;,1;1;1;
不错;,1;
,
还可以;,1;
无语;还可以;慢;,-1;1;-1;
假货;刺鼻;不好;垃圾;,-1;-1;-1;-1;
慢;渣;引以为豪;不能细致;快;慢;火大;不想老实;容易;拖沓;半死不活;,-1;-1;1;-1;1;-1;-1;-1;1;-1;-1;
还可以;便宜;流畅;还行;快;,1;1;1;1;1;
裂纹;郁闷;,-1;-1;
垃圾;,-1;
不错;很慢;,1;-1;
,
不错;赞;,1;1;
好;,1;
愉快;不错;方便;,1;1;1;
好;,1;
好评;,1;
有噪音;,-1;
假;不行;,-1;-1;
,
,
没薄;,0;
痒;,-1;
不是很好;,-1;
慢;,-1;
喜欢;,1;
假;不行;烦死;,-1;-1;-1;
,
后悔;,-1;
漂亮;流畅;上档次;很好;,1;1;1;1;
不喜欢;,-1;
很短;不要短;,-1;1;
满意;满意;,1;1;
坏;有问题;,-1;-1;
不错;好;没有可以;,1;1;-1;
不行;,-1;
,
,
够用;不正品;慢;,1;-1;-1;
,
赞;良心;,1;1;
不错;快;很大;,1;1;1;
强;便宜;,1;1;
淡;,-1;
漂亮;不错;快;喜欢;,1;1;1;1;
,
差;,-1;
慢;很长;,-1;1;
慎重;费;差评;,-1;-1;-1;
全新;不满;,1;-1;
使用方便;完美;可以;,1;1;1;
喜欢;,1;
慢;,-1;
不好穿;很短;差评;痒;,-1;-1;-1;-1;
挺好;,1;
坑;,-1;
,
明显;差评;,0;-1;
挺好;,1;
糙;粗糙;不如地摊货;凑合;还行;一般般;纯正;,-1;-1;1;0;1;0;1;
坏;,-1;
很多;失望;,1;-1;
太久;,-1;
满意;漂亮;快;,1;1;1;
薄;不如好;不正;,0;-1;-1;
保证;新;卓越;过敏;失望;,1;1;1;-1;-1;
超多;服帖;薄;不要划算;很轻;高;,1;1;0;-1;1;1;
不错;还可以;,1;1;
挺好;,1;
方便;,1;
不错;很快;不错;好;也好;满意;便宜;,1;1;1;1;1;1;1;
,
不如好;好;,-1;1;
不容易脏;,1;
顺手;正品;不错;,1;1;1;
不好;二手货;,-1;-1;
疼;不好用;,-1;-1;
无语;,-1;
,
不错;好评;推荐购买;,1;1;1;
怪怪的;,-1;
垃圾;,-1;
恶劣;幌子;,-1;-1;
好;,1;
还行;没什么还好;正品;变形;严重;,1;-1;1;-1;-1;
松动;,-1;
坏;垃圾;,-1;-1;
正常;挺好;,1;1;
小贵;还好;,-1;1;
不错;太差;,1;-1;
好;,1;
,
不错;很好;便宜;喜欢;,1;1;1;1;
痒;,-1;
很干;,-1;
不舒服;,-1;
卓越;快;差;太假;差;正品;,1;1;-1;-1;-1;1;
,
好评;,1;
光润;不如地摊货;还可以;,1;1;1;
不错;,1;
薄;,0;
容易;滑;,1;1;
,
不错;,1;
挺好;,1;
贵;划算;正常;可以;,-1;1;1;1;
无法正品;差;很痒;很多;,-1;-1;-1;1;
不值;简陋;,-1;-1;
正品;不错;喜欢;不少;,1;1;1;1;
不耐用;,-1;
喜欢;,1;
有问题;坏;失望;,-1;-1;-1;
适合;不错;小巧玲珑;,1;1;1;
,
很好;完美;满意;,1;1;1;
可以;好喝;,1;1;
还行;太差;不行;发错;,1;-1;-1;-1;
,
很慢;还可以;,-1;1;
挺好;满意;,1;1;
,
高档;细致;喜欢;耐用;好;,1;1;1;1;1;
挺好;,1;
后悔;不多;,-1;0;
挺好;喜欢;,1;1;
失望;模糊;很长;高;假冒;粗大;明显;油腻;不清爽;,-1;-1;1;1;-1;0;0;-1;-1;
,
坏;可以;充不了;好;,-1;1;-1;1;
难用;,-1;
可以;,1;
不满意;符合;差评;,-1;1;-1;
粗糙;,-1;
坏;一般;差评;慢;,-1;0;-1;-1;
不好;有问题;霸道;不好用;,-1;-1;-1;-1;
不错;慢;,1;-1;
棒;不错;,1;1;
刚好;不有点用;方便;,1;-1;1;
太差;正版;郁闷;差不多;差不多;卡;没有好;可以;,-1;1;-1;0;0;-1;-1;1;
还可以;,1;
不推荐购买;不灵;对不上;,-1;-1;-1;
不滋润;,-1;
满意;不错;不是清楚;可以;还可以;,1;1;-1;1;1;
好;满意;,1;1;
,
失望;慢;,-1;-1;
正品;全新;,1;1;
还可以;,1;
重;难闻;可以;好;,-1;-1;1;1;
还好;,1;
不好;丰满;骨感;,-1;1;1;
挺好;喜欢;,1;1;
龟速;,-1;
不好用;响;,-1;-1;
次;不理;不怎么样;,-1;-1;-1;
物美价廉;简单;挺好;很棒;,1;1;1;1;
赞;不错;清晰;好评;挺快;,1;1;1;1;1;
,
物美价廉;实惠;好;慢;,1;1;1;-1;
不错;可以;不错;喜欢;轻松;,1;1;1;1;1;
细心;很干;好评;很好;,1;-1;1;1;
夸张;,-1;
一般;,0;
长;不凉快;,1;-1;
,
不给力;正品;便宜;,-1;1;1;
不是很好;,-1;
细心;蛮好;不错;满意;不错;,1;1;1;1;1;
不靠谱;,-1;
不错;,1;
很棒;好;信任;,1;1;1;
,
不是差;烂;最好;,1;-1;1;
不错;,1;
漂亮;不错;挺好;够大;,1;1;1;1;
,
快;,1;
疼;不错;,-1;1;
差;坏;差;,-1;-1;-1;
坑;过期;,-1;-1;
没有黑屏;,1;
超值;强劲;适合;挺大;智能;美中不足;,1;1;1;1;1;0;
爱理不理;垃圾;恶心;迷惑;垃圾;,-1;-1;-1;-1;-1;
不错;,1;
不错;喜欢;,1;1;
值得;信赖;适合;,1;1;1;
,
不好用;,-1;
差;垃圾;差;垃圾;垃圾;长;不好吃;,-1;-1;-1;-1;-1;1;-1;
好评;忽悠;好样;正常;贵;,1;-1;1;1;-1;
慢;挺好;,-1;1;
很快;满意;也好;很干;,1;1;1;-1;
,
一般;失望;,0;-1;
不错;略大;可以;方便;,1;0;1;1;
快;棒;好;好评;一级棒;,1;1;1;1;1;
挺好;,1;
给力;很好;超值;舒服;,1;1;1;1;
不要完美;不错;可以;好;好评;,-1;1;1;1;1;
凑合;,0;
不错;,1;
不错;挺好;流畅;,1;1;1;
垃圾;,-1;
不好吃;,-1;
,
便宜;一般;,1;0;
一般;过敏;,0;-1;
一般;不怎么样;,0;-1;
满意;,1;
伤心;,-1;
不好用;坏;慢;容易;,-1;-1;-1;1;
坏;垃圾;,-1;-1;
好;负责任;用心;,1;1;1;
还行;慢;,1;-1;
赞;不错;,1;1;
扯淡;过敏;王道;不会过敏;严重;,-1;-1;1;1;-1;
还行;慢;,1;-1;
挺快;,1;
不正品;还行;恶心;,-1;1;-1;
不亮;坏;,-1;-1;
很大;不错;,1;1;
正品;精细;实惠;干净;很好;精致;满意;,1;1;1;1;1;1;1;
贵;,-1;
一般般;差评;,0;-1;
有质感;还可以;,1;1;
热心;棒;给力;,1;1;1;
赞;清楚;满意;,1;1;1;
正品;很好;,1;1;
可以;,1;
厚;差;难受;,0;-1;-1;
实惠;齐全;,1;1;
实用;喜欢;实惠;棒;,1;1;1;1;
,
不错;,1;
,
顺畅;正好;,1;1;
适合;,1;
蛮快;不错;,1;1;
good;,1;
推荐;蛮好;,1;1;
不喜欢;不喜欢;最好;,-1;-1;1;
,
偏硬;适合;满意;,-1;1;1;
无功无过;,0;
不用说;垃圾;,1;-1;
明显;,0;
,
很差;,-1;
不值;,-1;
够长;细小;,1;0;
很快;很好;很好;,1;1;1;
不值;,-1;
好大;好用;,-1;1;
滋润;还可以;,1;1;
容易;,1;
粗心;发错;,-1;-1;
快;挺好;也好;满意;,1;1;1;1;
,
异常;,-1;
适合;挺好;可以;正好;,1;1;1;1;
不好用;,-1;
薄;假;不喜欢;不是好;一般;好;不错;好;漏;便宜;不影响;小小的;,0;-1;-1;-1;0;1;1;1;-1;1;0;-1;
不错;,1;
适合;不满意;不适合;,1;-1;-1;
不错;,1;
不值;太差;,-1;-1;
不错;简单;清晰;可以;,1;1;1;1;
漏;,-1;
好;慢;干净;,1;-1;1;
快;实惠;,1;1;
坏掉;,-1;
喜欢;,1;
,
变型;麻烦;,-1;-1;
不好用;,-1;
烂;便宜没好货;,-1;-1;
爽;无功无过;滋润;滋润;较干;可以;不是爽;没有仔细;便宜;,1;0;1;1;-1;1;-1;-1;1;
,
太差;,-1;
合脚;明显;,1;0;
不对劲;,-1;
物美价廉;不客气;满意;好;不油;,1;-1;1;1;1;
粗糙;,-1;
严重;困难;,-1;-1;
一般;没有好;,0;-1;
喜欢;,1;
,
不喜欢;不会差;,-1;1;
不错;,1;
满意;,1;
坏;,-1;
不好;垃圾;,-1;-1;
偏大;,-1;
不干净;差;不行;,-1;-1;-1;
一般般;,0;
,
喜欢;满意;好评;好用;,1;1;1;1;
可爱;不影响;,1;0;
敏感;慎用;劣质;很假;,1;-1;-1;-1;
差;,-1;
,
差;还行;,-1;1;
不是好;,-1;
挺好;挺好;,1;1;
,
不错;喜欢;,1;1;
挺干;,-1;
还可以;,1;
不错;,1;
大气;不错;到位;好评;,1;1;1;1;
难吃;无力;,-1;-1;
没厉害;厉害;响;凑合;,-1;1;-1;0;
还行;不油;,1;1;
,
假货;失望;,-1;-1;
,
很牛;差;不足;,1;-1;-1;
,
失望;,-1;
适合;不错;,1;1;
不好;,-1;
便宜;很好;喜欢;满意;,1;1;1;1;
适合;满意;,1;1;
白眼;不能不容易;便宜;不错;了不起;,-1;-1;1;1;1;
不错;好;慢;,1;1;-1;
挺好;,1;
不错;,1;
不错;干净;,1;1;
周到;满意;,1;1;
很大;后悔;难闻;,1;-1;-1;
还行;,1;
还行;有待改进;,1;-1;
,
短;还行;干净;,-1;1;1;
便宜;正品;,1;1;
挺好;开阔;,1;1;
及时;好评;,1;1;
挺好;清楚;,1;1;
喜欢;,1;
最好;,1;
不错;,1;
太差;松松垮垮;,-1;-1;
不错;慢;,1;-1;
不错;,1;
超慢;超慢;,-1;-1;
满意;,1;
不错;很好;喜欢;很好;满意;,1;1;1;1;1;
不多;,0;
老实;,1;
不错;,1;
,
丰富;适合;没有紧绷;,1;1;1;
粘毛;无奈;一般;疼;坑爹;,-1;-1;0;-1;-1;
天真;不臭;臭;挺好;,1;1;-1;1;
值得;信赖;挺好;,1;1;1;
挺慢;不错;,-1;1;
,
失望;努力;不行;响;不错;,-1;1;-1;-1;1;
正好;喜欢;好评;,1;1;1;
很好;不是舒服;不是很好;没有很多;,1;-1;-1;-1;
还好;还好;,1;1;
还行;凑合;,1;0;
好;,1;
麻烦;,-1;
快;挺好;满意;,1;1;1;
慢;不敢恭维;好;闹心;,-1;-1;1;-1;
假货;劣质;好闻;,-1;-1;1;
满意;好;,1;1;
不错;好用;,1;1;
,
不是很好;,-1;
没有好;太差;卡住;,-1;-1;-1;
薄巧;慢;不足;,1;-1;-1;
很高;好用;,1;1;
还可以;不结实;,1;-1;
假;好;失望;,-1;1;-1;
不好用;不平;,-1;-1;
可靠;喜欢;正版;,1;1;1;
,
满意;,1;
,
实用;挺好;可以;还可以;方便;,1;1;1;1;1;
还行;,1;
不舒服;,-1;
差劲;,-1;
假;起痘;,-1;-1;
,
,
不错;没有牛;,1;-1;
,
不好用;干;,-1;-1;
不好;,-1;
,
太差;可以;,-1;1;
还可以;,1;
还可以;好吃;,1;1;
慢;,-1;
没好;旧旧的;挺滑;还好;,-1;-1;1;1;
,
很少;,1;
,
完好;很薄;很快;,1;-1;1;
很好;,1;
破烂不堪;破;破;破烂;,-1;-1;-1;-1;
不错;,1;
太高;一般;,-1;0;
很好;高;,1;1;
差评;不符;,-1;-1;
还行;短;,1;-1;
物美价廉;一致;干净;快;,1;1;1;1;
还可以;,1;
,
不给力;麻烦;慢;差评;,-1;-1;-1;-1;
不怎么好用;差;,-1;-1;
受不了;,-1;
不错;好;快;值得;,1;1;1;1;
,
挺强;挺好;,1;1;
火辣辣;痒;不合适;后悔;,-1;-1;-1;-1;
假;不多;粗糙;明显;,-1;0;-1;0;
坑;好看;深;不行了;,-1;1;-1;0;
漂亮;很好;美观;,1;1;1;
小巧;方便;,1;1;
不高;,0;
不好用;贵;,-1;-1;
不行;不可以;可以;,-1;-1;1;
偏黄;碎;不严格;严重;,-1;-1;-1;-1;
不咋的;烂;,-1;-1;
不错;挺好;坏;挺好;好用;,1;1;-1;1;1;
好;实惠;,1;1;
还可以;慢;,1;-1;
假货;,-1;
差评;,-1;
好;消极;,1;-1;
不好;很薄;凑合;松松垮垮;,-1;-1;0;-1;
慢;,-1;
好点;顺滑;便宜货;冒充;,1;1;-1;-1;
清晰;不错;超值;精良;,1;1;1;1;
一般;耐穿;,0;1;
不经用;坏;贵;,-1;-1;-1;
过大;刚好;很好;不错;很好;差不多;满意;过长;,-1;1;1;1;1;0;1;-1;
不平;不太好;,-1;-1;
美;推荐;不喜欢;漂亮;美丽;,1;1;-1;1;1;
假货;不错;深;好;,-1;1;-1;1;
,
后悔;低;,-1;-1;
很快;不错;满意;,1;1;1;
一般;不好;,0;-1;
,
还好;清晰;一般;,1;1;0;
适合;好;适合;清新;喜欢;推荐购买;,1;1;1;1;1;1;
不错;,1;
太差;坏;,-1;-1;
满意;快;还可以;,1;1;1;
不垃圾;坏;不是正品;,1;-1;-1;
没有突出;,-1;
不值;一般;,-1;0;
合理;,1;
不错;好看;,1;1;
不错;,1;
合适;,1;
快;难闻;超标;差;,1;-1;-1;-1;
省心;静音;美观;,1;1;1;
好;不错;好;,1;1;1;
不错;慢;和蔼可亲;,1;-1;1;
,
偏小;太长;方便;,-1;-1;1;
,
好;卡;垃圾;,1;-1;-1;
不好;太差;,-1;-1;
,
不错;,1;
好看;,1;
愉快;不错;挺好;,1;1;1;
太甜;失望;,-1;-1;
很静;不错;节能;,1;1;1;
麻烦;不方便;还可以;,-1;-1;1;
长;过于;饱和;喜欢;有点效果;,1;-1;1;1;1;
漏出;不负责;粗糙;不可以;负责;,-1;-1;-1;-1;1;
清晰;挺好;,1;1;
差;,-1;
恶心;,-1;
正品;,1;
快;,1;
对得起;不错;,1;1;
,
,
,
好评;不符;奇怪;失望;,1;-1;-1;-1;
正常;放心;,1;1;
,
很差;,-1;
不滋润;滋润;正品;浓郁;无用;便宜;不值;,-1;1;1;1;-1;1;-1;
,
行;,1;
短;很好;可以;,-1;1;1;
不好用;破;差评;,-1;-1;-1;
好丑;,-1;
好看;,1;
挺好;慢;,1;-1;
满足;很好;,1;1;
可以;,1;
,
好;好;满意;,1;1;1;
很差;,-1;
不滋润;差远了;滋润;滋润;干;,-1;-1;1;1;-1;
给力;喜欢;,1;1;
到位;清晰;信任;,1;1;1;
不错;,1;
不给力;不及时;差;,-1;-1;-1;
挺好;满分;,1;1;
好;满意;,1;1;
,
挺快;挺好;,1;1;
挺好;很滑;还可以;,1;1;1;
失望;很差;,-1;-1;
不好用;,-1;
方便;很快;,1;1;
慢;,-1;
满意;,1;
爽快;放心;满意;很好;,1;1;1;1;
滋润;卓越;不错;,1;1;1;
不错;,1;
完整;合理;,1;1;
物美价廉;,1;
还行;,1;
不错;可以;,1;1;
太差;极差;,-1;-1;
喜欢;很大;正好;,1;1;1;
还可以;坏;荒废;,1;-1;-1;
过敏;,-1;
很薄;喜欢;很快;很好;满意;正品;好;,-1;1;1;1;1;1;1;
很好;精美;正版;,1;1;1;
很稳;很好;好;不错;好用;,1;1;1;1;1;
不值;,-1;
碎;,-1;
挺好;挺好;,1;1;
很高;赞;满意;,1;1;1;
漂亮;挺好;,1;1;
不错;快;,1;1;
卓越;很多;信赖;快;很好;伤心;拉肚子;,1;1;1;1;1;-1;-1;
正品;快;到位;漏发;耐心;赞;保证;,1;1;1;-1;1;1;1;
够用;及时;挺好;,1;1;1;
不错;,1;
,
不错;,1;
失望;糟糕;呛鼻;滋润;,-1;-1;-1;1;
不是很大;不错;不错;,-1;1;1;
,
全新;快;,1;1;
,
一般般;慢;,0;-1;
,
过敏;差评;很差;严重;,-1;-1;-1;-1;
,
便宜;物超所值;,1;1;
不符;,-1;
粗糙;暖和;差;,-1;1;-1;
漏;,-1;
过分;一般;好评;,-1;0;1;
不舒服;容易;,-1;1;
喜欢;方便;,1;1;
,
简单;快;很好;周到;不错;,1;1;1;1;1;
短;,-1;
,
不行了;不好用;,0;-1;
值得;信赖;,1;1;
不好;没有好;一般;,-1;-1;0;
差评;,-1;
,
适合;不干燥;,1;1;
,
纠结;纠结;不对;,-1;-1;-1;
快;不错;快;,1;1;1;
旧;,-1;
,
一般;,0;
一般般;不怎么样;,0;-1;
挺多;挺好;挺好;,1;1;1;
普通;慢;垃圾;,0;-1;-1;
正品;不是洁面;很干;,1;-1;-1;
假货;差;,-1;-1;
不好;好;,-1;1;
,
一般;,0;
不满;,-1;
严重;垃圾;,-1;-1;
好评;好评;,1;1;
麻烦;地摊货;不符;严重;,-1;-1;-1;-1;
不爽;好;,-1;1;
不错;流畅;清晰;,1;1;1;
好看;不错;满意;好;高;,1;1;1;1;1;
真皮;划算;一般;好;,1;1;0;1;
不免费;差评;裂纹;好;不好;,-1;-1;-1;1;-1;
使用方便;耐用;简单;好;,1;1;1;1;
实用;,1;
好;好;,1;1;
不错;,1;
不错;挺好;给力;,1;1;1;
舒服;重;,1;-1;
很好;喜欢;,1;1;
不值;太差;,-1;-1;
不错;不错;好评;,1;1;1;
不错;太薄;不厚实;,1;0;-1;
可以;,1;
保证;,1;
厚;,0;
,
没有惊喜;没有失望;一般般;,-1;1;0;
喜欢;,1;
不行;,-1;
太差;,-1;
还可以;,1;
不行;,-1;
无语;不是正品;负责;干;,-1;-1;1;-1;
慢;差评;垃圾;,-1;-1;-1;
着急;不好;,-1;-1;
坏;麻烦;,-1;-1;
肿;卡;,-1;-1;
垃圾;,-1;
小贵;不错;满意;,-1;1;1;
没有毛躁;香;,1;1;
,
挺好;满意;,1;1;
不烦人;重;,1;-1;
还行;,1;
还行;不喜欢;很好;没有好;淡淡的;严重;,1;-1;1;-1;1;-1;
很快;方便;,1;1;
盗版;薄;不好;粗糙;,-1;0;-1;-1;
痒;,-1;
不错;便宜;喜欢;,1;1;1;
有问题;好;,-1;1;
脏;挺好;刚好;,-1;1;1;
蛮好;还可以;,1;1;
不错;,1;
,
还可以;不咋地;很好;不错;还行;可以;卡;很快;还可以;,1;-1;1;1;1;1;-1;1;1;
快;蛮好;便宜;,1;1;1;
挺好;不错;,1;1;
麻烦;用不上;,-1;-1;
,
很好;垃圾;,1;-1;
,
次;不咋地;,-1;-1;
不满意;不是正品;残次品;不行;不行;,-1;-1;-1;-1;-1;
很多;,1;
好;快;不值;一般;一般;快;好;,1;1;-1;0;0;1;1;
还可以;,1;
太差;,-1;
还行;,1;
挺好;很好;,1;1;
便宜;不错;,1;1;
很高;受不了;失望;烫;,1;-1;-1;-1;
不坏;可以;,1;1;
满意;,1;
,
太棒;,1;
摇晃;,-1;
大气;好;,1;1;
方便;,1;
凑合;,0;
不够持久;容易;喜欢;不张扬;满意;,-1;1;1;1;1;
不好;好;,-1;1;
破;不用坑;,-1;1;
,
不好;,-1;
挺好;很好;耐心;,1;1;1;
,
挺好;,1;
满意;好;,1;1;
很好;漂亮;喜欢;,1;1;1;
便宜;很多;贵;,1;1;-1;
坑;,-1;
挺好;费;,1;-1;
卓越;不爽;差;信赖;破;,1;-1;-1;1;-1;
受不了;不好用;刺鼻;,-1;-1;-1;
漂亮;蛮好;高兴;,1;1;1;
没有推荐;不错;不贵;一般;,-1;1;1;0;
一般般;没有好;,0;-1;
合适;很好;舒服;,1;1;1;
不错;很高;,1;1;
假;,-1;
挺快;小贵;,1;-1;
满意;美观大方;很快;,1;1;1;
,
,
漂亮;值得;,1;1;
失望;,-1;
慢;差;,-1;-1;
一般;能用;,0;1;
好用;,1;
,
很好;很快;,1;1;
大气;漂亮;物有所值;,1;1;1;
,
很小;差不多;,1;0;
满意;很小;超赞;,1;1;1;
不太好;,-1;
好;,1;
挺好;,1;
,
简单;垃圾;,1;-1;
蛮好;不起痘;,1;1;
满意;,1;
假货;假货;,-1;-1;
发错;不负责;,-1;-1;
不值;太差;要命;,-1;-1;-1;
环保;,1;
坏;,-1;
不错;可以;单薄;清楚;粗糙;,1;1;-1;1;-1;
好;,1;
不错;,1;
,
卡;,-1;
差评;,-1;
,
值得;不错;,1;1;
裂开;不好;凑合;厚;,-1;-1;0;0;
,
不错;信赖;值得;快;,1;1;1;1;
差;慢;,-1;-1;
很好;很好;长;还可以;很好;还可以;,1;1;1;1;1;1;
ok;,1;
正品;清爽;,1;1;
地摊货;还好;差评;极差;垃圾;,-1;1;-1;-1;-1;
好;,1;
满意;,1;
挺好;,1;
高兴;喜欢;还可以;,1;1;1;
还行;能用;,1;1;
垃圾;,-1;
,
好;,1;
有质感;型;好;,1;1;1;
简陋;不满意;有问题;,-1;-1;-1;
不错;,1;
好;高;,1;1;
,
不好;不喜欢;厚;,-1;-1;0;
愉快;挺好;,1;1;
热心;满意;,1;1;
疙瘩;不太好;,-1;-1;
还可以;,1;
失望;,-1;
,
,
不行;大失所望;,-1;-1;
喜欢;好用;,1;1;
明显;,0;
蓬松;过于;不会硬邦邦;浓郁;喜欢;不错;自然;,0;-1;1;1;1;1;1;
合适;满意;,1;1;
贴心;漂亮;喜欢;耐心;,1;1;1;1;
很快;方便;,1;1;
,
很次;,-1;
不靠谱;,-1;
不错;还可以;,1;1;
新鲜;,1;
不错;耐用;淡淡的;不错;很好;可以;丰富;,1;1;1;1;1;1;1;
刚好;赞;一流;很快;满意;,1;1;1;1;1;
,
破烂;,-1;
还行;,1;
愉快;很快;好用;正品;,1;1;1;1;
可以;挺好;不是专业;高;好评;,1;1;-1;1;1;
喜欢;,1;
慢;,-1;
,
足够;流畅;满意;时髦;太贵;,1;1;1;1;-1;
可以;,1;
可以;符合;,1;1;
很好;,1;
大爱;,1;
垃圾;,-1;
,
不错;,1;
不错;,1;
黑店;,-1;
太差;,-1;
浪费;言而无信;,-1;-1;
名不副实;,-1;
用不上;,-1;
不错;不错;值得;好;,1;1;1;1;
好;一般;,1;0;
渣渣;失望;差评;碎;,-1;-1;-1;-1;
喜欢;不明显;,1;0;
慢;慢;,-1;-1;
差;,-1;
喜欢;,1;
正品;推荐;信赖;好用;喜欢;值得;实惠;好;好用;,1;1;1;1;1;1;1;1;1;
顺滑;,1;
,
便宜;不够麻烦;可笑;残次品;好评;,1;1;-1;-1;1;
,
,
太差;鸡肋;,-1;-1;
迷你;,1;
不可以;垃圾;,-1;-1;
没有准确;,-1;
差评;,-1;
很轻;很好;,1;1;
,
,
,
细腻;,1;
,
使用方便;,1;
,
好;合适;不错;负责;,1;1;1;1;
中评;不正品;一般;,0;-1;0;
,
差评;,-1;
不是满意;,-1;
差评;长;无语;可以;没有积极;,-1;1;-1;1;-1;
次品;不好;不好;,-1;-1;-1;
差评;不对;失望;免费;可笑;保证;一致;对不上;,-1;-1;-1;1;-1;1;1;-1;
不错;,1;
,
快;坏;差评;恰好;,1;-1;-1;1;
还可以;,1;
很快;很好;很棒;很好;满意;,1;1;1;1;1;
还行;,1;
不能行;不理;不贵;,-1;-1;1;
可以;不然干;喜欢;不错;,1;1;1;1;
不爽;,-1;
很痛;满意;快;不多;很好;很棒;很爽;,-1;1;1;0;1;1;1;
,
,
没得说;不错;好;认真;负责;耐心;满意;,1;1;1;1;1;1;1;
喜欢;,1;
还可以;好用;,1;1;
不错;,1;
新;可以;假;高;,1;1;-1;1;
慢;,-1;
清凉;好;还好;挺快;不行了;正品;硬;贵;,1;1;1;1;0;1;-1;-1;
差;失望;慢;,-1;-1;-1;
不均;,-1;
适合;不错;小了点;,1;1;-1;
挺好;,1;
厚重;,1;
卓越;卓越;舒服;没有假货;不紧绷;,1;1;1;1;1;
,
不满意;有问题;,-1;-1;
,
一般;没有好;,0;-1;
还行;,1;
精制;,1;
不错;还可以;,1;1;
很好;喜欢;,1;1;
good;,1;
恶心;光明;,-1;1;
,
坑;不错;,-1;1;
信赖;也好;值得;没费心;满意;,1;1;1;1;1;
好用;,1;
满意;,1;
不是滋润;干;自然;好;,-1;-1;1;1;
不好;干;心凉;可以;滑不动;没有详细;,-1;-1;-1;1;-1;-1;
还行;,1;
简单;破;看不懂;打不开;,1;-1;-1;-1;
不太好;太差;,-1;-1;
,
真快;快;不错;,1;1;1;
,
喜欢;好;,1;1;
好;保证;正品;快;满意;表扬;实惠;值得;,1;1;1;1;1;1;1;1;
真实;有问题;恶劣;没保险;很差;很差;有问题;好;,1;-1;-1;-1;-1;-1;-1;1;
好;,1;
滋润;很好;干燥;适合;,1;1;-1;1;
裂;最好;,-1;1;
不不好;差评;,1;-1;
不错;,1;
很好;,1;
很好;,1;
还行;,1;
耐心;实用;可以;方便;,1;1;1;1;
干净;舒服;很多;,1;1;1;
恶心;最好;无力;好;,-1;1;-1;1;
差评;垃圾;,-1;-1;
轻;不如安静;要命;坏;,1;-1;-1;-1;
不错;很好;,1;1;
太差;,-1;
不喜欢;,-1;
喜欢;准时;,1;1;
不错;,1;
很快;适合;挺快;不足;太短;,1;1;1;-1;-1;
好;,1;
有意思;,1;
正品;快;没有失望;满意;满意;,1;1;1;1;1;
,
,
精致;还行;,1;1;
,
美中不足;不错;喜欢;,0;1;1;
点赞;仔细;高;满意;贵;点赞;,1;1;1;1;-1;1;
,
一般;很大;,0;1;
好;快;赞;挺好;也好;喜欢;满意;,1;1;1;1;1;1;1;
,
不结实;残次;不好;,-1;-1;-1;
值得;静音;好;干净;,1;1;1;1;
难得;,0;
新;,1;
坏;不好;,-1;-1;
适用;简单;,1;1;
差;埋怨;,-1;-1;
真品;好评;不错;很好;,1;1;1;1;
可耻;明显;拖延;好评;巨大;,-1;0;-1;1;0;
,
划算;,1;
不错;清晰;一流;满意;,1;1;1;1;
不好;后悔;,-1;-1;
很快;清晰;,1;1;
